pokemon_1,pokemon_2,type_eff_1_to_2,type_eff_2_to_1,stat_sum_1,stat_sum_2,score_1,score_2,winner
turtwig,emboar,0.5,4.0,318,528,159.0,2112.0,emboar
poliwrath,vaporeon,1.0,0.5,510,525,510.0,262.5,poliwrath
tauros,stoutland,1.0,1.0,490,500,490.0,500.0,stoutland
lickilicky,heatmor,1.0,1.0,515,484,515.0,484.0,lickilicky
nosepass,snorunt,2.0,0.5,375,300,750.0,150.0,nosepass
kyogre,ducklett,0.5,0.5,670,305,335.0,152.5,kyogre
gyarados,vanillite,1.0,1.0,540,305,540.0,305.0,gyarados
slowbro,spiritomb,0.0,4.0,490,485,0.0,1940.0,spiritomb
jynx,furfrou,1.0,1.0,455,472,455.0,472.0,furfrou
poliwag,swirlix,1.0,1.0,300,341,300.0,341.0,swirlix
poochyena,mightyena,0.5,0.5,220,420,110.0,210.0,mightyena
blaziken,gigalith,2.0,1.0,530,515,1060.0,515.0,blaziken
ursaring,breloom,1.0,4.0,500,460,500.0,1840.0,breloom
politoed,claydol,2.0,1.0,500,500,1000.0,500.0,politoed
pelipper,starly,1.0,1.0,430,245,430.0,245.0,pelipper
graveler,furfrou,1.0,0.25,390,472,390.0,118.0,graveler
girafarig,woobat,0.5,0.5,455,313,227.5,156.5,girafarig
sandshrew,steelix,1.0,1.0,300,510,300.0,510.0,steelix
walrein,ferrothorn,0.5,2.0,530,489,265.0,978.0,ferrothorn
beautifly,unfezant,0.5,2.0,395,488,197.5,976.0,unfezant
shellder,quagsire,1.0,0.5,305,430,305.0,215.0,shellder
magmortar,accelgor,2.0,0.5,540,495,1080.0,247.5,magmortar
chinchou,tympole,1.0,0.5,330,294,330.0,147.0,chinchou
lileep,fraxure,0.5,0.5,355,410,177.5,205.0,fraxure
squirtle,rufflet,1.0,1.0,314,350,314.0,350.0,rufflet
trubbish,fletchinder,1.0,1.0,329,382,329.0,382.0,fletchinder
slaking,fletchling,1.0,1.0,670,278,670.0,278.0,slaking
venonat,electivire,1.0,1.0,305,540,305.0,540.0,electivire
jynx,meganium,2.0,1.0,455,525,910.0,525.0,jynx
leafeon,vanillish,1.0,2.0,525,395,525.0,790.0,vanillish
nidoking,gastly,0.5,0.25,505,310,252.5,77.5,nidoking
rattata,combusken,1.0,4.0,253,405,253.0,1620.0,combusken
kadabra,skiddo,1.0,1.0,400,350,400.0,350.0,kadabra
lickitung,stunky,1.0,1.0,385,329,385.0,329.0,lickitung
camerupt,noivern,0.0,1.0,460,535,0.0,535.0,noivern
dusclops,gothorita,0.0,0.0,455,390,0.0,0.0,gothorita
kabutops,vivillon,4.0,0.5,495,411,1980.0,205.5,kabutops
magneton,shellder,1.0,0.5,465,305,465.0,152.5,magneton
relicanth,jirachi,0.5,1.0,485,600,242.5,600.0,jirachi
shellos,skrelp,0.5,0.5,325,320,162.5,160.0,shellos
silcoon,mienshao,0.5,1.0,205,510,102.5,510.0,mienshao
tangela,salamence,0.25,2.0,435,600,108.75,1200.0,salamence
dugtrio,hypno,1.0,1.0,405,483,405.0,483.0,hypno
cloyster,noctowl,2.0,1.0,525,442,1050.0,442.0,cloyster
steelix,zweilous,1.0,0.5,510,420,510.0,210.0,steelix
muk,eelektross,1.0,1.0,500,515,500.0,515.0,eelektross
sandshrew,jynx,1.0,2.0,300,455,300.0,910.0,jynx
magmar,munchlax,1.0,1.0,495,390,495.0,390.0,magmar
lucario,sawsbuck,2.0,0.25,525,475,1050.0,118.75,lucario
croconaw,altaria,0.5,1.0,405,490,202.5,490.0,altaria
kangaskhan,magmar,1.0,1.0,490,495,490.0,495.0,magmar
frillish,phantump,1.0,4.0,335,309,335.0,1236.0,phantump
nidoqueen,ampharos,2.0,0.0,505,510,1010.0,0.0,nidoqueen
bulbasaur,scizor,0.0,1.0,318,500,0.0,500.0,scizor
gurdurr,archeops,0.5,1.0,405,567,202.5,567.0,archeops
mareep,smeargle,1.0,1.0,280,250,280.0,250.0,mareep
meowth,darumaka,1.0,1.0,290,315,290.0,315.0,darumaka
castform,cherubi,1.0,1.0,420,275,420.0,275.0,castform
grimer,rufflet,1.0,1.0,325,350,325.0,350.0,rufflet
sawsbuck,reshiram,0.25,2.0,475,680,118.75,1360.0,reshiram
magby,bibarel,0.5,2.0,365,410,182.5,820.0,bibarel
ursaring,azurill,1.0,1.0,500,190,500.0,190.0,ursaring
kingdra,cacturne,0.5,1.0,540,475,270.0,475.0,cacturne
graveler,elekid,2.0,0.0,390,360,780.0,0.0,graveler
butterfree,marshtomp,1.0,0.0,395,405,395.0,0.0,butterfree
celebi,camerupt,1.0,1.0,600,460,600.0,460.0,celebi
gyarados,regirock,1.0,2.0,540,580,540.0,1160.0,regirock
happiny,arceus,1.0,1.0,220,720,220.0,720.0,arceus
loudred,quilladin,1.0,1.0,360,405,360.0,405.0,quilladin
swablu,florges,1.0,1.0,310,552,310.0,552.0,florges
metapod,raikou,1.0,1.0,205,580,205.0,580.0,raikou
floatzel,sawk,1.0,2.0,495,465,495.0,930.0,sawk
pineco,darumaka,0.5,2.0,290,315,145.0,630.0,darumaka
taillow,sharpedo,1.0,1.0,270,460,270.0,460.0,sharpedo
pidgeotto,lugia,1.0,1.0,349,680,349.0,680.0,lugia
wooper,gothitelle,1.0,1.0,210,490,210.0,490.0,gothitelle
tyranitar,hydreigon,0.5,0.5,600,600,300.0,300.0,hydreigon
nidorino,gligar,0.5,2.0,365,430,182.5,860.0,gligar
krabby,wooper,1.0,0.5,325,210,325.0,105.0,krabby
taillow,yanmega,2.0,0.5,270,515,540.0,257.5,taillow
makuhita,servine,2.0,1.0,237,413,474.0,413.0,makuhita
kakuna,cradily,2.0,1.0,205,495,410.0,495.0,cradily
regirock,heliolisk,1.0,0.5,580,481,580.0,240.5,regirock
graveler,solosis,1.0,0.5,390,290,390.0,145.0,graveler
goldeen,torkoal,2.0,0.5,320,470,640.0,235.0,goldeen
wigglytuff,lugia,1.0,1.0,435,680,435.0,680.0,lugia
litwick,fletchling,0.0,0.0,275,278,0.0,0.0,fletchling
larvitar,chatot,0.0,0.25,300,411,0.0,102.75,chatot
zubat,ferroseed,0.0,0.5,245,305,0.0,152.5,ferroseed
eevee,chikorita,1.0,1.0,325,318,325.0,318.0,eevee
pikachu,conkeldurr,1.0,2.0,320,505,320.0,1010.0,conkeldurr
feraligatr,venipede,1.0,1.0,530,260,530.0,260.0,feraligatr
gastly,doublade,0.0,2.0,310,448,0.0,896.0,doublade
ditto,shuppet,0.0,0.0,288,295,0.0,0.0,shuppet
weedle,lileep,2.0,1.0,195,355,390.0,355.0,weedle
krabby,mudkip,0.5,0.5,325,310,162.5,155.0,krabby
wobbuffet,sliggoo,1.0,1.0,405,452,405.0,452.0,sliggoo
tentacruel,misdreavus,0.5,1.0,515,435,257.5,435.0,misdreavus
hitmontop,noibat,0.5,2.0,455,245,227.5,490.0,noibat
luxray,delphox,1.0,1.0,523,534,523.0,534.0,delphox
ledian,bunnelby,1.0,1.0,390,237,390.0,237.0,ledian
goldeen,azumarill,0.5,0.5,320,420,160.0,210.0,azumarill
froakie,fletchling,1.0,1.0,314,278,314.0,278.0,froakie
ralts,victini,0.25,0.5,198,600,49.5,300.0,victini
monferno,reshiram,0.25,0.5,405,680,101.25,340.0,reshiram
parasect,ludicolo,2.0,0.125,405,480,810.0,60.0,parasect
noibat,noivern,2.0,2.0,245,535,490.0,1070.0,noivern
sceptile,lumineon,2.0,0.5,530,460,1060.0,230.0,sceptile
steelix,cherrim,0.5,0.5,510,450,255.0,225.0,steelix
aggron,bouffalant,1.0,0.0625,530,490,530.0,30.625,aggron
dustox,chimchar,0.5,2.0,385,309,192.5,618.0,chimchar
clefable,exeggutor,1.0,1.0,483,520,483.0,520.0,exeggutor
tangela,slowking,2.0,0.5,435,490,870.0,245.0,tangela
seadra,ursaring,1.0,1.0,440,500,440.0,500.0,ursaring
parasect,tentacool,1.0,1.0,405,335,405.0,335.0,parasect
trubbish,litleo,1.0,1.0,329,369,329.0,369.0,litleo
mew,camerupt,1.0,1.0,600,460,600.0,460.0,mew
claydol,emolga,0.0,0.0,500,428,0.0,0.0,emolga
donphan,sewaddle,0.25,2.0,500,310,125.0,620.0,sewaddle
torkoal,dusclops,0.0,0.0,470,455,0.0,0.0,dusclops
lickitung,buneary,1.0,1.0,385,350,385.0,350.0,lickitung
ampharos,mandibuzz,2.0,0.5,510,510,1020.0,255.0,ampharos
noctowl,litleo,1.0,1.0,442,369,442.0,369.0,noctowl
voltorb,dialga,0.25,0.5,330,680,82.5,340.0,dialga
kabuto,swalot,1.0,0.25,355,467,355.0,116.75,kabuto
meowth,hawlucha,1.0,4.0,290,500,290.0,2000.0,hawlucha
machoke,gorebyss,2.0,1.0,405,485,810.0,485.0,machoke
psyduck,numel,4.0,0.5,320,305,1280.0,152.5,psyduck
metagross,conkeldurr,2.0,0.5,600,505,1200.0,252.5,metagross
caterpie,metapod,1.0,1.0,195,205,195.0,205.0,metapod
porygon,gallade,1.0,4.0,395,518,395.0,2072.0,gallade
krabby,gurdurr,1.0,2.0,325,405,325.0,810.0,gurdurr
pansage,yamask,0.0,0.0,316,303,0.0,0.0,yamask
spearow,tentacruel,1.0,1.0,262,515,262.0,515.0,tentacruel
marill,shuppet,1.0,1.0,250,295,250.0,295.0,shuppet
volbeat,latios,2.0,1.0,400,600,800.0,600.0,volbeat
stantler,glaceon,1.0,1.0,465,525,465.0,525.0,glaceon
altaria,duskull,1.0,1.0,490,295,490.0,295.0,altaria
kricketot,pangoro,1.0,1.0,194,495,194.0,495.0,pangoro
rapidash,aipom,1.0,1.0,500,360,500.0,360.0,rapidash
simisage,foongus,0.5,1.0,498,294,249.0,294.0,foongus
grimer,kingler,1.0,1.0,325,475,325.0,475.0,kingler
krookodile,mandibuzz,0.0,0.5,519,510,0.0,255.0,mandibuzz
kyogre,victini,2.0,0.5,670,600,1340.0,300.0,kyogre
skiploom,druddigon,0.5,1.0,340,485,170.0,485.0,druddigon
throh,bergmite,4.0,1.0,465,304,1860.0,304.0,throh
mantyke,rotom,0.5,4.0,345,440,172.5,1760.0,rotom
huntail,cranidos,1.0,1.0,485,350,485.0,350.0,huntail
mudkip,shieldon,0.5,0.5,310,350,155.0,175.0,shieldon
loudred,aurorus,0.25,1.0,360,521,90.0,521.0,aurorus
lapras,dunsparce,1.0,1.0,535,415,535.0,415.0,lapras
spinarak,manectric,1.0,1.0,250,475,250.0,475.0,manectric
beartic,carbink,0.5,2.0,485,500,242.5,1000.0,carbink
sandslash,tyrunt,1.0,0.5,450,362,450.0,181.0,sandslash
charmander,abomasnow,4.0,0.25,309,494,1236.0,123.5,charmander
mankey,barbaracle,1.0,0.5,305,500,305.0,250.0,mankey
ninetales,hydreigon,0.5,1.0,505,600,252.5,600.0,hydreigon
typhlosion,girafarig,1.0,1.0,534,455,534.0,455.0,typhlosion
skarmory,turtwig,2.0,0.125,465,318,930.0,39.75,skarmory
xatu,weavile,0.0,4.0,470,510,0.0,2040.0,weavile
scyther,glaceon,1.0,2.0,500,525,500.0,1050.0,glaceon
parasect,meowth,1.0,1.0,405,290,405.0,290.0,parasect
parasect,nincada,1.0,0.5,405,266,405.0,133.0,parasect
sunkern,pidove,0.5,2.0,180,264,90.0,528.0,pidove
electrode,klang,0.5,0.5,480,440,240.0,220.0,electrode
gyarados,noctowl,1.0,1.0,540,442,540.0,442.0,gyarados
wingull,klefki,0.5,0.5,270,470,135.0,235.0,klefki
pupitar,haxorus,1.0,0.5,410,540,410.0,270.0,pupitar
kingler,froslass,0.0,0.0,475,480,0.0,0.0,froslass
krokorok,slurpuff,0.5,2.0,351,480,175.5,960.0,slurpuff
rhydon,unown,1.0,0.5,485,336,485.0,168.0,rhydon
kangaskhan,cherubi,1.0,1.0,490,275,490.0,275.0,kangaskhan
umbreon,kricketune,1.0,2.0,525,384,525.0,768.0,kricketune
goldeen,sudowoodo,1.0,1.0,320,410,320.0,410.0,sudowoodo
goldeen,cherrim,0.5,2.0,320,450,160.0,900.0,cherrim
metapod,doduo,0.5,2.0,205,310,102.5,620.0,doduo
charmeleon,rampardos,0.25,2.0,405,495,101.25,990.0,rampardos
larvitar,cottonee,0.5,4.0,300,280,150.0,1120.0,cottonee
staraptor,druddigon,1.0,1.0,485,485,485.0,485.0,druddigon
onix,munchlax,1.0,0.25,385,390,385.0,97.5,onix
articuno,fletchling,2.0,1.0,580,278,1160.0,278.0,articuno
mewtwo,infernape,2.0,1.0,680,534,1360.0,534.0,mewtwo
porygon2,shedinja,0.0,0.0,515,236,0.0,0.0,shedinja
bronzong,togekiss,2.0,0.25,500,545,1000.0,136.25,bronzong
spinda,electivire,1.0,1.0,360,540,360.0,540.0,electivire
miltank,excadrill,0.25,1.0,490,508,122.5,508.0,excadrill
xatu,timburr,4.0,0.25,470,305,1880.0,76.25,xatu
gorebyss,liepard,1.0,1.0,485,446,485.0,446.0,gorebyss
carvanha,fennekin,2.0,0.5,305,307,610.0,153.5,carvanha
chansey,corsola,0.25,1.0,450,380,112.5,380.0,corsola
riolu,porygon-z,4.0,1.0,285,535,1140.0,535.0,riolu
lombre,lickilicky,1.0,1.0,340,515,340.0,515.0,lickilicky
lugia,rotom,0.5,4.0,680,440,340.0,1760.0,rotom
seel,jellicent,0.0,0.0,325,480,0.0,0.0,jellicent
ivysaur,ferrothorn,0.0,0.5,405,489,0.0,244.5,ferrothorn
venomoth,riolu,0.5,0.25,450,285,225.0,71.25,venomoth
gengar,drifloon,1.0,2.0,500,348,500.0,696.0,drifloon
dewott,pidove,1.0,1.0,413,264,413.0,264.0,dewott
hitmonlee,flygon,1.0,1.0,455,520,455.0,520.0,flygon
combee,braixen,0.5,2.0,244,409,122.0,818.0,braixen
machamp,foongus,0.5,1.0,505,294,252.5,294.0,foongus
trubbish,delphox,1.0,2.0,329,534,329.0,1068.0,delphox
sunkern,stunky,1.0,2.0,180,329,180.0,658.0,stunky
weedle,hitmonchan,0.5,0.25,195,455,97.5,113.75,hitmonchan
golbat,sunflora,4.0,0.5,455,425,1820.0,212.5,golbat
magikarp,donphan,2.0,1.0,200,500,400.0,500.0,donphan
abomasnow,yamask,1.0,1.0,494,303,494.0,303.0,abomasnow
seel,sylveon,1.0,1.0,325,525,325.0,525.0,sylveon
staraptor,pancham,2.0,1.0,485,348,970.0,348.0,staraptor
swablu,cubchoo,1.0,2.0,310,305,310.0,610.0,cubchoo
pachirisu,zorua,1.0,1.0,405,330,405.0,330.0,pachirisu
exploud,garchomp,1.0,1.0,490,600,490.0,600.0,garchomp
lucario,magmortar,1.0,1.0,525,540,525.0,540.0,magmortar
larvesta,phantump,2.0,0.25,360,309,720.0,77.25,larvesta
ninetales,noctowl,1.0,1.0,505,442,505.0,442.0,ninetales
tentacruel,shroomish,1.0,2.0,515,295,515.0,590.0,shroomish
pidove,pyroar,1.0,1.0,264,507,264.0,507.0,pyroar
boldore,swadloon,2.0,2.0,390,380,780.0,760.0,boldore
pidgey,buneary,1.0,1.0,251,350,251.0,350.0,buneary
flaaffy,chingling,1.0,1.0,365,285,365.0,285.0,flaaffy
oddish,ducklett,1.0,1.0,320,305,320.0,305.0,oddish
nosepass,feebas,1.0,1.0,375,200,375.0,200.0,nosepass
porygon,kingdra,1.0,1.0,395,540,395.0,540.0,kingdra
duskull,glameow,0.0,0.0,295,310,0.0,0.0,glameow
shroomish,corphish,2.0,0.5,295,308,590.0,154.0,shroomish
golbat,eelektrik,0.5,2.0,455,405,227.5,810.0,eelektrik
piplup,hippowdon,2.0,1.0,314,525,628.0,525.0,piplup
wailmer,leafeon,0.5,2.0,400,525,200.0,1050.0,leafeon
snubbull,ludicolo,1.0,1.0,300,480,300.0,480.0,ludicolo
rhyhorn,silcoon,1.0,0.5,345,205,345.0,102.5,rhyhorn
zapdos,rotom,0.25,1.0,580,440,145.0,440.0,rotom
monferno,deino,1.0,0.5,405,300,405.0,150.0,monferno
slowbro,florges,1.0,1.0,490,552,490.0,552.0,florges
electabuzz,slaking,1.0,1.0,490,670,490.0,670.0,slaking
cleffa,venipede,0.5,1.0,218,260,109.0,260.0,venipede
hoothoot,kingdra,1.0,1.0,262,540,262.0,540.0,kingdra
meowth,wynaut,1.0,1.0,290,260,290.0,260.0,meowth
metang,maractus,1.0,0.25,420,461,420.0,115.25,metang
cyndaquil,bagon,0.5,1.0,309,300,154.5,300.0,bagon
shuppet,stunky,0.5,1.0,295,329,147.5,329.0,stunky
leafeon,swadloon,0.25,1.0,525,380,131.25,380.0,swadloon
croagunk,bergmite,4.0,1.0,300,304,1200.0,304.0,croagunk
tyranitar,dedenne,0.5,2.0,600,431,300.0,862.0,dedenne
snorlax,slurpuff,1.0,1.0,540,480,540.0,480.0,snorlax
masquerain,beartic,1.0,2.0,414,485,414.0,970.0,beartic
druddigon,sliggoo,2.0,2.0,485,452,970.0,904.0,druddigon
aerodactyl,ninjask,8.0,0.25,515,456,4120.0,114.0,aerodactyl
spearow,timburr,2.0,1.0,262,305,524.0,305.0,spearow
chansey,shelgon,1.0,1.0,450,420,450.0,420.0,chansey
zigzagoon,trapinch,1.0,1.0,240,290,240.0,290.0,trapinch
doduo,phantump,0.0,0.0,310,309,0.0,0.0,phantump
carvanha,latias,1.0,0.0,305,600,305.0,0.0,carvanha
boldore,doublade,0.0,0.0,390,448,0.0,0.0,doublade
metagross,sawsbuck,1.0,0.25,600,475,600.0,118.75,metagross
ralts,minccino,1.0,1.0,198,300,198.0,300.0,minccino
pupitar,dedenne,2.0,0.0,410,431,820.0,0.0,pupitar
cleffa,gulpin,0.5,2.0,218,302,109.0,604.0,gulpin
tentacool,girafarig,1.0,2.0,335,455,335.0,910.0,girafarig
floette,avalugg,1.0,1.0,371,514,371.0,514.0,avalugg
bibarel,diancie,1.0,1.0,410,600,410.0,600.0,diancie
snorunt,sealeo,0.5,1.0,300,410,150.0,410.0,sealeo
starmie,skrelp,1.0,0.5,520,320,520.0,160.0,starmie
bisharp,larvesta,0.5,2.0,490,360,245.0,720.0,larvesta
golbat,kangaskhan,1.0,1.0,455,490,455.0,490.0,kangaskhan
wigglytuff,ferrothorn,0.25,2.0,435,489,108.75,978.0,ferrothorn
bidoof,tympole,1.0,1.0,250,294,250.0,294.0,tympole
ampharos,simisear,1.0,1.0,510,498,510.0,498.0,ampharos
aipom,phanpy,1.0,1.0,360,330,360.0,330.0,aipom
rapidash,staryu,0.5,2.0,500,340,250.0,680.0,staryu
mudkip,throh,1.0,2.0,310,465,310.0,930.0,throh
houndour,gabite,0.5,2.0,330,410,165.0,820.0,gabite
torkoal,ferroseed,2.0,0.25,470,305,940.0,76.25,torkoal
onix,jynx,2.0,2.0,385,455,770.0,910.0,jynx
pidgey,whimsicott,2.0,0.5,251,480,502.0,240.0,pidgey
simisage,quilladin,0.5,0.5,498,405,249.0,202.5,simisage
wartortle,serperior,0.5,2.0,405,528,202.5,1056.0,serperior
azumarill,metang,0.5,1.0,420,420,210.0,420.0,metang
shedinja,skuntank,0.5,1.0,236,479,118.0,479.0,skuntank
vulpix,ditto,1.0,1.0,299,288,299.0,288.0,vulpix
hypno,cobalion,0.5,1.0,483,580,241.5,580.0,cobalion
feraligatr,spewpa,1.0,1.0,530,213,530.0,213.0,feraligatr
seedot,ferroseed,0.125,0.5,220,305,27.5,152.5,ferroseed
florges,inkay,2.0,0.5,552,288,1104.0,144.0,florges
pupitar,swellow,0.0,0.25,410,430,0.0,107.5,swellow
squirtle,rotom,0.0,0.0,314,440,0.0,0.0,rotom
articuno,shiftry,4.0,0.5,580,480,2320.0,240.0,articuno
wailord,klinklang,0.5,0.5,500,520,250.0,260.0,klinklang
charmeleon,dodrio,1.0,1.0,405,460,405.0,460.0,dodrio
seedot,burmy,0.5,2.0,220,224,110.0,448.0,burmy
unown,monferno,2.0,1.0,336,405,672.0,405.0,unown
aggron,zebstrika,0.5,0.25,530,497,265.0,124.25,aggron
musharna,joltik,1.0,2.0,487,319,487.0,638.0,joltik
geodude,pinsir,1.0,0.5,300,500,300.0,250.0,geodude
caterpie,kricketot,1.0,1.0,195,194,195.0,194.0,caterpie
azurill,mawile,0.25,2.0,190,380,47.5,760.0,mawile
dustox,escavalier,0.0,0.5,385,495,0.0,247.5,escavalier
poliwhirl,munchlax,1.0,1.0,385,390,385.0,390.0,munchlax
snubbull,tangrowth,1.0,1.0,300,535,300.0,535.0,tangrowth
lillipup,reshiram,1.0,1.0,275,680,275.0,680.0,reshiram
bulbasaur,articuno,0.5,4.0,318,580,159.0,2320.0,articuno
phanpy,grumpig,1.0,1.0,330,470,330.0,470.0,grumpig
huntail,chesnaught,0.5,4.0,485,530,242.5,2120.0,chesnaught
snorlax,aron,0.0625,1.0,540,330,33.75,330.0,aron
eevee,lileep,0.25,1.0,325,355,81.25,355.0,lileep
gengar,pupitar,0.25,2.0,500,410,125.0,820.0,pupitar
noctowl,swablu,1.0,1.0,442,310,442.0,310.0,noctowl
kakuna,luxray,1.0,1.0,205,523,205.0,523.0,luxray
nosepass,minun,1.0,0.5,375,405,375.0,202.5,nosepass
sunflora,druddigon,0.5,1.0,425,485,212.5,485.0,druddigon
torterra,golett,2.0,0.5,525,303,1050.0,151.5,torterra
seel,granbull,1.0,1.0,325,450,325.0,450.0,granbull
cherrim,tirtouga,2.0,0.5,450,355,900.0,177.5,cherrim
heatran,elgyem,1.0,0.25,600,335,600.0,83.75,heatran
meditite,florges,1.0,2.0,280,552,280.0,1104.0,florges
metapod,dedenne,0.5,1.0,205,431,102.5,431.0,dedenne
omanyte,ursaring,1.0,0.25,355,500,355.0,125.0,omanyte
politoed,yanmega,1.0,1.0,500,515,500.0,515.0,yanmega
seaking,spritzee,1.0,1.0,450,341,450.0,341.0,seaking
lapras,drifloon,2.0,1.0,535,348,1070.0,348.0,lapras
dugtrio,furret,1.0,1.0,405,415,405.0,415.0,furret
beautifly,tepig,0.5,2.0,395,308,197.5,616.0,tepig
golbat,venonat,1.0,0.125,455,305,455.0,38.125,golbat
snivy,purrloin,1.0,1.0,308,281,308.0,281.0,snivy
nosepass,excadrill,0.125,4.0,375,508,46.875,2032.0,excadrill
bellossom,kricketune,0.5,2.0,490,384,245.0,768.0,kricketune
hitmonlee,mienshao,2.0,2.0,455,510,910.0,1020.0,mienshao
mantine,fennekin,2.0,0.5,465,307,930.0,153.5,mantine
doduo,liepard,1.0,1.0,310,446,310.0,446.0,liepard
audino,leavanny,1.0,1.0,445,500,445.0,500.0,leavanny
machoke,articuno,1.0,2.0,405,580,405.0,1160.0,articuno
relicanth,swoobat,2.0,0.5,485,425,970.0,212.5,relicanth
diglett,drilbur,1.0,1.0,265,328,265.0,328.0,drilbur
oddish,zangoose,1.0,1.0,320,458,320.0,458.0,zangoose
oddish,tentacool,1.0,0.5,320,335,320.0,167.5,oddish
scolipede,mienshao,0.5,0.25,485,510,242.5,127.5,scolipede
weepinbell,rotom,0.5,0.5,390,440,195.0,220.0,rotom
dewgong,stantler,1.0,1.0,475,465,475.0,465.0,dewgong
weepinbell,donphan,1.0,1.0,390,500,390.0,500.0,donphan
amoonguss,druddigon,0.5,1.0,464,485,232.0,485.0,druddigon
ivysaur,ekans,0.5,1.0,405,288,202.5,288.0,ekans
mudkip,chingling,1.0,1.0,310,285,310.0,285.0,mudkip
shinx,glaceon,1.0,1.0,263,525,263.0,525.0,glaceon
luxio,sylveon,1.0,1.0,363,525,363.0,525.0,sylveon
arbok,mightyena,1.0,1.0,438,420,438.0,420.0,arbok
diglett,wynaut,1.0,1.0,265,260,265.0,260.0,diglett
magcargo,yanmega,8.0,0.25,410,515,3280.0,128.75,magcargo
pikachu,magmortar,1.0,1.0,320,540,320.0,540.0,magmortar
alakazam,sunflora,1.0,1.0,500,425,500.0,425.0,alakazam
plusle,seviper,1.0,1.0,405,458,405.0,458.0,seviper
swampert,bunnelby,1.0,1.0,535,237,535.0,237.0,swampert
swanna,noivern,0.5,1.0,473,535,236.5,535.0,noivern
pichu,gligar,0.0,1.0,205,430,0.0,430.0,gligar
pidgey,petilil,2.0,0.5,251,280,502.0,140.0,pidgey
smoochum,probopass,0.25,4.0,305,525,76.25,2100.0,probopass
bronzor,pansage,1.0,0.25,300,316,300.0,79.0,bronzor
voltorb,unown,1.0,1.0,330,336,330.0,336.0,unown
arceus,deino,1.0,1.0,720,300,720.0,300.0,arceus
lairon,meditite,0.5,2.0,430,280,215.0,560.0,meditite
cacturne,croagunk,0.5,4.0,475,300,237.5,1200.0,croagunk
mudkip,timburr,1.0,2.0,310,305,310.0,610.0,timburr
persian,seismitoad,1.0,1.0,440,509,440.0,509.0,seismitoad
ducklett,honedge,0.5,0.5,305,325,152.5,162.5,honedge
metapod,vaporeon,1.0,1.0,205,525,205.0,525.0,vaporeon
poliwag,silcoon,1.0,1.0,300,205,300.0,205.0,poliwag
illumise,bunnelby,1.0,1.0,400,237,400.0,237.0,illumise
volbeat,chimecho,2.0,1.0,400,425,800.0,425.0,volbeat
gulpin,pansage,2.0,1.0,302,316,604.0,316.0,gulpin
lumineon,joltik,1.0,2.0,460,319,460.0,638.0,joltik
hippowdon,gothorita,1.0,1.0,525,390,525.0,390.0,hippowdon
meowth,deino,1.0,1.0,290,300,290.0,300.0,deino
ninetales,kabutops,0.125,4.0,505,495,63.125,1980.0,kabutops
bronzor,scrafty,0.0,2.0,300,488,0.0,976.0,scrafty
clefairy,whismur,1.0,1.0,323,240,323.0,240.0,clefairy
jigglypuff,persian,1.0,1.0,270,440,270.0,440.0,persian
charizard,cofagrigus,1.0,1.0,534,483,534.0,483.0,charizard
dragonite,terrakion,1.0,1.0,600,580,600.0,580.0,dragonite
mew,spheal,1.0,1.0,600,290,600.0,290.0,mew
shieldon,boldore,2.0,0.125,350,390,700.0,48.75,shieldon
sableye,kecleon,0.0,0.0,380,440,0.0,0.0,kecleon
pancham,bergmite,4.0,1.0,348,304,1392.0,304.0,pancham
nidoking,oshawott,1.0,2.0,505,308,505.0,616.0,oshawott
slowbro,phantump,0.5,4.0,490,309,245.0,1236.0,phantump
golbat,xatu,1.0,2.0,455,470,455.0,940.0,xatu
bulbasaur,machop,1.0,0.5,318,305,318.0,152.5,bulbasaur
greninja,swirlix,0.5,2.0,530,341,265.0,682.0,swirlix
cradily,cofagrigus,1.0,0.5,495,483,495.0,241.5,cradily
metang,lillipup,1.0,0.25,420,275,420.0,68.75,metang
dewgong,fennekin,1.0,1.0,475,307,475.0,307.0,dewgong
luxray,swirlix,1.0,1.0,523,341,523.0,341.0,luxray
shieldon,beheeyem,1.0,0.125,350,485,350.0,60.625,shieldon
metapod,klang,0.25,1.0,205,440,51.25,440.0,klang
chinchou,furfrou,1.0,1.0,330,472,330.0,472.0,furfrou
lombre,riolu,1.0,1.0,340,285,340.0,285.0,lombre
espeon,barbaracle,0.5,1.0,525,500,262.5,500.0,barbaracle
registeel,tyrantrum,1.0,0.25,580,521,580.0,130.25,registeel
budew,audino,1.0,1.0,280,445,280.0,445.0,audino
drowzee,masquerain,1.0,2.0,328,414,328.0,828.0,masquerain
pidgeot,girafarig,1.0,1.0,479,455,479.0,455.0,pidgeot
abra,joltik,1.0,2.0,310,319,310.0,638.0,joltik
growlithe,crustle,0.5,1.0,350,475,175.0,475.0,crustle
slowpoke,entei,2.0,0.5,315,580,630.0,290.0,slowpoke
furret,genesect,0.25,1.0,415,600,103.75,600.0,genesect
manectric,bonsly,0.5,1.0,475,290,237.5,290.0,bonsly
lanturn,cranidos,2.0,1.0,460,350,920.0,350.0,lanturn
electivire,gliscor,0.0,1.0,540,510,0.0,510.0,gliscor
bulbasaur,gigalith,1.0,1.0,318,515,318.0,515.0,gigalith
spinarak,froslass,0.25,1.0,250,480,62.5,480.0,froslass
medicham,cryogonal,4.0,1.0,410,485,1640.0,485.0,medicham
